source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
플랑드르,Flandre,en-US,ko-KR,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
플래셔,Flasher,en-US,ko-KR,108081,潜艇,Submarine,白鹰,Eagle Union,,,松鲷,,
플레처,Fletcher,en-US,ko-KR,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
플뢰레,Fleuret,en-US,ko-KR,901051,驱逐,Destroyer,维希教廷,Vichya Dominion,,,花剑,,
플리머스,Plymouth,en-US,ko-KR,299051,轻巡,Light Cruiser,皇家,Royal Navy,,,普利茅斯,,
피닉스,Phoenix,en-US,ko-KR,102041,轻巡,Light Cruiser,白鹰,Eagle Union,,,菲尼克斯,,
피지,Fiji,en-US,ko-KR,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
피츠버그,Pittsburgh,en-US,ko-KR,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,,匹兹堡,,
핑하이,Ping Hai,en-US,ko-KR,502031,轻巡,Light Cruiser,东煌,Dragon Empery,,,平海,,
하구로,Haguro,en-US,ko-KR,303101,重巡,Heavy Cruiser,重樱,Sakura Empire,,,羽黑,犰,
하나즈키,Hanazuki,en-US,ko-KR,301821,驱逐,Destroyer,重樱,Sakura Empire,,,花月,榵,
하디,Hardy,en-US,ko-KR,201161,驱逐,Destroyer,皇家,Royal Navy,,,勇敢,,
하루나,Haruna,en-US,ko-KR,304031,战巡,Battlecruiser,重樱,Sakura Empire,,,榛名,鲑,
하루츠키,Harutsuki,en-US,ko-KR,301571,驱逐,Destroyer,重樱,Sakura Empire,,,春月,桸,
하마카제,Hamakaze,en-US,ko-KR,301611,驱逐,Destroyer,重樱,Sakura Empire,,,滨风,樇,
하비,Hobby,en-US,ko-KR,101361,驱逐,Destroyer,白鹰,Eagle Union,,,霍比,,
하얼빈,Harbin,en-US,ko-KR,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
하우,Howe,en-US,ko-KR,205091,战列,Battleship,皇家,Royal Navy,,,豪,,
하우덴 리우,Gouden Leeuw,en-US,ko-KR,900943,重巡,Heavy Cruiser,郁金王国,Kingdom of Tulipa,,,金狮,,
하이롱,Hai Yung,en-US,ko-KR,502101,轻巡,Light Cruiser,东煌,Dragon Empery,,,海容,,
하이처우,Hai Chou,en-US,ko-KR,502121,轻巡,Light Cruiser,东煌,Dragon Empery,,,海筹,,
하이치,Hai Chi,en-US,ko-KR,502081,轻巡,Light Cruiser,东煌,Dragon Empery,,,海圻,,
하이티엔,Hai Tien,en-US,ko-KR,502071,轻巡,Light Cruiser,东煌,Dragon Empery,,,海天,,
하츠시모,Hatsushimo,en-US,ko-KR,301241,驱逐,Destroyer,重樱,Sakura Empire,,,初霜,檨,
하츠즈키,Hatsuzuki,en-US,ko-KR,301891,驱逐,Destroyer,重樱,Sakura Empire,,,初月,檚,
하츠하루,Hatsuharu,en-US,ko-KR,301211,驱逐,Destroyer,重樱,Sakura Empire,,,初春,梅,
하쿠류,Hakuryuu,en-US,ko-KR,399051,正航,Aircraft Carrier,重樱,Sakura Empire,,,白龙,鹫,
하쿠호,Hakuhou,en-US,ko-KR,307161,正航,Aircraft Carrier,重樱,Sakura Empire,,,白凤,䳆,
하타카제,Hatakaze,en-US,ko-KR,301791,驱逐,Destroyer,重樱,Sakura Empire,,,旗风,樋,
하타카제·META,Hatakaze META,en-US,ko-KR,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
할시 파웰,Halsey Powell,en-US,ko-KR,101431,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔西·鲍威尔,,
할포드,Halford,en-US,ko-KR,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
핫스,Hass,en-US,ko-KR,10800031,轻巡,Light Cruiser,联动阵营,Collab,,,莲,,
허마이오니,Hermione,en-US,ko-KR,202271,轻巡,Light Cruiser,皇家,Royal Navy,,,赫敏,,
허먼,Hammann,en-US,ko-KR,101251,驱逐,Destroyer,白鹰,Eagle Union,,,哈曼,,
허먼Ⅱ,Hammann II,en-US,ko-KR,101501,驱逐,Destroyer,白鹰,Eagle Union,II型,,哈曼II,,
허미즈,Hermes,en-US,ko-KR,206011,轻航,Light Carrier,皇家,Royal Navy,,,竞技神,,
헌터,Hunter,en-US,ko-KR,201201,驱逐,Destroyer,皇家,Royal Navy,,,猎人,,
헌터·META,Hunter META,en-US,ko-KR,9701011,驱逐,Destroyer,META,META,META,,猎人·META,,
헤링,Herring,en-US,ko-KR,108091,潜艇,Submarine,白鹰,Eagle Union,,,鲱鱼,,
헤스티아,Hestia,en-US,ko-KR,11400011,维修,Repair,联动阵营,Collab,,,赫斯缇雅,,
헤이즐우드,Hazelwood,en-US,ko-KR,101341,驱逐,Destroyer,白鹰,Eagle Union,,,黑泽伍德,,
헬레나,Helena,en-US,ko-KR,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,,海伦娜,,
헬레나·META,Helena META,en-US,ko-KR,9702011,轻巡,Light Cruiser,META,META,META,,海伦娜·META,,
호넷,Hornet,en-US,ko-KR,107071,正航,Aircraft Carrier,白鹰,Eagle Union,,,大黄蜂,,
호넷·META,Hornet META,en-US,ko-KR,9707061,正航,Aircraft Carrier,META,META,META,,大黄蜂·META,,
호넷Ⅱ,Hornet II,en-US,ko-KR,107121,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,大黄蜂II,,
호노카,Honoka,en-US,ko-KR,10600021,战列,Battleship,联动阵营,Collab,,,穗香,,
호놀룰루,Honolulu,en-US,ko-KR,102121,轻巡,Light Cruiser,白鹰,Eagle Union,,,火奴鲁鲁,,
호무라,Homura,en-US,ko-KR,11000031,潜艇,Submarine,联动阵营,Collab,,,焰,,
호쇼,Houshou,en-US,ko-KR,306031,轻航,Light Carrier,重樱,Sakura Empire,,,凤翔,凤,
호쇼·META,Houshou META,en-US,ko-KR,9706041,轻航,Light Carrier,META,META,META,,凤翔·META,凤·META,
화이트 하트,White Heart,en-US,ko-KR,10100071,驱逐,Destroyer,联动阵营,Collab,,,群白之心,,
화지아,Hwah Jah,en-US,ko-KR,506021,轻航,Light Carrier,东煌,Dragon Empery,,,华甲,,
환창,Huan Ch'ang,en-US,ko-KR,504011,战巡,Battlecruiser,东煌,Dragon Empery,,,寰昌,,
후드,Hood,en-US,ko-KR,204031,战巡,Battlecruiser,皇家,Royal Navy,,,胡德,,
후루타카,Furutaka,en-US,ko-KR,303011,重巡,Heavy Cruiser,重樱,Sakura Empire,,,古鹰,狼,
후미즈키,Fumizuki,en-US,ko-KR,301381,驱逐,Destroyer,重樱,Sakura Empire,,,文月,橗,
후번,Hu Pen,en-US,ko-KR,501061,驱逐,Destroyer,东煌,Dragon Empery,,,虎贲,,
후부키,Fubuki,en-US,ko-KR,301011,驱逐,Destroyer,重樱,Sakura Empire,,,吹雪,桐,
후소,Fusou,en-US,ko-KR,305011,战列,Battleship,重樱,Sakura Empire,,,扶桑,魟,
후소·META,Fusou META,en-US,ko-KR,9705011,战列,Battleship,META,META,META,,扶桑·META,魟·META,
후지나미,Fujinami,en-US,ko-KR,301941,驱逐,Destroyer,重樱,Sakura Empire,,,藤波,藤,
후타미 마미,Mami Futami,en-US,ko-KR,10700071,潜艇,Submarine,联动阵营,Collab,,,双海真美,,
후타미 아미,Ami Futami,en-US,ko-KR,10700061,潜艇,Submarine,联动阵营,Collab,,,双海亚美,,
휴가,Hyuuga,en-US,ko-KR,305041,战列,Battleship,重樱,Sakura Empire,,,日向,螯,
휴스턴,Houston,en-US,ko-KR,103051,重巡,Heavy Cruiser,白鹰,Eagle Union,,,休斯敦,,
휴스턴Ⅱ,Houston II,en-US,ko-KR,102311,轻巡,Light Cruiser,白鹰,Eagle Union,II型,,休斯敦II,,
히류,Hiryuu,en-US,ko-KR,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,,飞龙,龙,
히류·META,Hiryu.META,en-US,ko-KR,900333,正航,Aircraft Carrier,META,META,META,,飞龙·META,龙·META,
히비키,Hibiki,en-US,ko-KR,301101,驱逐,Destroyer,重樱,Sakura Empire,,,响,栀,
히어로,Hero,en-US,ko-KR,201361,驱逐,Destroyer,皇家,Royal Navy,,,英雄,,
히에이,Hiei,en-US,ko-KR,304021,战巡,Battlecruiser,重樱,Sakura Empire,,,比叡,鲟,
히에이·META,Hiei META,en-US,ko-KR,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
히요,Hiyou,en-US,ko-KR,306011,轻航,Light Carrier,重樱,Sakura Empire,,,飞鹰,鸱,
히요·META,Hiyou META,en-US,ko-KR,9706011,轻航,Light Carrier,META,META,META,,飞鹰·META,鸱·META,
힌덴부르크,Hindenburg,en-US,ko-KR,499091,重巡,Heavy Cruiser,铁血,Iron Blood,,,兴登堡,希尔德加德,
三浦 梓,Azusa Miura,en-US,zh-CN,10700041,重巡,Heavy Cruiser,联动阵营,Collab,,standard,三浦 梓,,
不屈,L'Indomptable,en-US,zh-CN,901131,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,不屈,,
不挠,Indomitable,en-US,zh-CN,207121,正航,Aircraft Carrier,皇家,Royal Navy,,standard,不挠,,
丘比特,Jupiter,en-US,zh-CN,201241,驱逐,Destroyer,皇家,Royal Navy,,standard,丘比特,,
丹佛,Denver,en-US,zh-CN,102151,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,丹佛,,
乌尔里希·冯·胡滕,Ulrich von Hutten,en-US,zh-CN,405031,战列,Battleship,铁血,Iron Blood,,standard,乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,
乌戈里诺·维瓦尔迪,Ugolino Vivaldi,en-US,zh-CN,601121,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,乌戈里诺·维瓦尔迪,,
云仙,Unzen,en-US,zh-CN,303191,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,云仙,猃,
云龙,Unryuu,en-US,zh-CN,307171,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,云龙,靇,
五十铃,Isuzu,en-US,zh-CN,302051,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,五十铃,貉,
亚利桑那,Arizona,en-US,zh-CN,105041,战列,Battleship,白鹰,Eagle Union,,standard,亚利桑那,,
亚利桑那·META,Arizona META,en-US,zh-CN,9705031,战列,Battleship,META,META,META,standard,亚利桑那·META,,
亚尔薇特,Alvitr,en-US,zh-CN,404061,战巡,Battlecruiser,铁血,Iron Blood,,standard,亚尔薇特,,
亚德,Jade,en-US,zh-CN,406031,轻航,Light Carrier,铁血,Iron Blood,,standard,亚德,阿黛尔,
亚特兰大,Atlanta,en-US,zh-CN,102061,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,亚特兰大,,
亲潮,Oyashio,en-US,zh-CN,301281,驱逐,Destroyer,重樱,Sakura Empire,,standard,亲潮,藮,
什罗普郡,Shropshire,en-US,zh-CN,203021,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,什罗普郡,,
企业,Enterprise,en-US,zh-CN,107061,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,企业,,
伊丽莎白女王,Queen Elizabeth,en-US,zh-CN,205011,战列,Battleship,皇家,Royal Navy,,standard,伊丽莎白女王,,
伊丽莎白女王·META,Queen Elizabeth META,en-US,zh-CN,9705041,战列,Battleship,META,META,META,standard,伊丽莎白女王·META,,
伊势,Ise,en-US,zh-CN,305031,战列,Battleship,重樱,Sakura Empire,,standard,伊势,鳌,
伊卡洛斯,Icarus,en-US,zh-CN,201331,驱逐,Destroyer,皇家,Royal Navy,,standard,伊卡洛斯,,
伊莉丝,Elise,en-US,zh-CN,10600101,正航,Aircraft Carrier,联动阵营,Collab,,standard,伊莉丝,,
伏尔加,Volga,en-US,zh-CN,707011,正航,Aircraft Carrier,北方联合,Northern Parliament,,standard,伏尔加,,
伏罗希洛夫,Voroshilov,en-US,zh-CN,702071,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,伏罗希洛夫,,
休斯敦,Houston,en-US,zh-CN,103051,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,休斯敦,,
休斯敦II,Houston II,en-US,zh-CN,102311,轻巡,Light Cruiser,白鹰,Eagle Union,II型,standard,休斯敦II,,
伦敦,London,en-US,zh-CN,203011,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,伦敦,,
伯明翰,Birmingham,en-US,zh-CN,102231,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,伯明翰,,
伴尔维,Painlevé,en-US,zh-CN,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,standard,伴尔维,,
佐治亚,Georgia,en-US,zh-CN,199021,战列,Battleship,白鹰,Eagle Union,,standard,佐治亚,,
佩内洛珀,Penelope,en-US,zh-CN,202291,轻巡,Light Cruiser,皇家,Royal Navy,,standard,佩内洛珀,,
俄克拉荷马,Oklahoma,en-US,zh-CN,105021,战列,Battleship,白鹰,Eagle Union,,standard,俄克拉荷马,,
信浓,Shinano,en-US,zh-CN,307081,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,信浓,鵗,
俾斯麦,Bismarck,en-US,zh-CN,405011,战列,Battleship,铁血,Iron Blood,,standard,俾斯麦,奥德莉亚,
俾斯麦Zwei,Bismarck Zwei,en-US,zh-CN,405051,战列,Battleship,铁血,Iron Blood,,standard,俾斯麦Zwei,奥德莉亚Zwei,
倔强,L'Opiniâtre,en-US,zh-CN,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,倔强,,
光荣,Glorious,en-US,zh-CN,207061,正航,Aircraft Carrier,皇家,Royal Navy,,standard,光荣,,
光荣·META,Glorious META,en-US,zh-CN,9707071,正航,Aircraft Carrier,META,META,META,standard,光荣·META,,
光辉,Illustrious,en-US,zh-CN,207031,正航,Aircraft Carrier,皇家,Royal Navy,,standard,光辉,,
光辉(μ兵装),Illustrious μ,en-US,zh-CN,207111,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,standard,光辉(μ兵装),,
克利夫兰,Cleveland,en-US,zh-CN,102091,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,克利夫兰,,
克利夫兰(μ兵装),Cleveland μ,en-US,zh-CN,102241,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,standard,克利夫兰(μ兵装),,
克利夫兰·META,Cleveland META,en-US,zh-CN,9702091,轻巡,Light Cruiser,META,META,META,standard,克利夫兰·META,,
克利奥佩特拉,Cleopatra,en-US,zh-CN,202351,轻巡,Light Cruiser,皇家,Royal Navy,,standard,克利奥佩特拉,,
克拉伦斯·K·布朗森,Clarence K. Bronson,en-US,zh-CN,101551,驱逐,Destroyer,白鹰,Eagle Union,,standard,克拉伦斯·K·布朗森,,
克莱蒙梭,Clemenceau,en-US,zh-CN,905021,战列,Battleship,维希教廷,Vichya Dominion,,standard,克莱蒙梭,,
克雷文,Craven,en-US,zh-CN,101061,驱逐,Destroyer,白鹰,Eagle Union,,standard,克雷文,,
八舞耶俱矢·八舞夕弦,Kaguya Yamai・Yuzuru Yamai,en-US,zh-CN,11500061,轻巡,Light Cruiser,联动阵营,Collab,,standard,八舞耶俱矢·八舞夕弦,,
公主,Princess Hime,en-US,zh-CN,10800091,运输,Munition Ship,联动阵营,Collab,,standard,公主,,
兰利,Langley,en-US,zh-CN,107011,轻航,Light Carrier,白鹰,Eagle Union,,standard,兰利,,
兰利II,Langley II,en-US,zh-CN,107271,轻航,Light Carrier,白鹰,Eagle Union,II型,standard,兰利II,,
关岛,Guam,en-US,zh-CN,118021,超巡,Large Cruiser,白鹰,Eagle Union,,standard,关岛,,
兴登堡,Hindenburg,en-US,zh-CN,499091,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,兴登堡,希尔德加德,
内华达,Nevada,en-US,zh-CN,105011,战列,Battleship,白鹰,Eagle Union,,standard,内华达,,
内华达·META,Nevada META,en-US,zh-CN,9705091,战列,Battleship,META,META,META,standard,内华达·META,,
冈依沙瓦号,Ganj-i-Sawai,en-US,zh-CN,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,冈依沙瓦号,,
冒险号,Adventure,en-US,zh-CN,9600161,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,冒险号,,
凉月,Suzutsuki,en-US,zh-CN,301841,驱逐,Destroyer,重樱,Sakura Empire,,standard,凉月,栎,
凉波,Suzunami,en-US,zh-CN,301911,驱逐,Destroyer,重樱,Sakura Empire,,standard,凉波,椋,
凤翔,Houshou,en-US,zh-CN,306031,轻航,Light Carrier,重樱,Sakura Empire,,standard,凤翔,凤,
凤翔·META,Houshou META,en-US,zh-CN,9706041,轻航,Light Carrier,META,META,META,standard,凤翔·META,凤·META,
凪咲,Nagisa,en-US,zh-CN,10600051,战列,Battleship,联动阵营,Collab,,standard,凪咲,,
凯尔圣,Kersaint,en-US,zh-CN,901041,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,凯尔圣,,
凯旋,Le Triomphant,en-US,zh-CN,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,凯旋,,
凶猛,Svirepy,en-US,zh-CN,701121,驱逐,Destroyer,北方联合,Northern Parliament,,standard,凶猛,,
出云,Izumo,en-US,zh-CN,399021,战列,Battleship,重樱,Sakura Empire,,standard,出云,侌,
列克星敦,Lexington,en-US,zh-CN,107021,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,列克星敦,,
列克星敦II,Lexington II,en-US,zh-CN,107161,正航,Aircraft Carrier,白鹰,Eagle Union,II型,standard,列克星敦II,,
利安得,Leander,en-US,zh-CN,202011,轻巡,Light Cruiser,皇家,Royal Navy,,standard,利安得,,
利托里奥,Littorio,en-US,zh-CN,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,利托里奥,,
利物浦,Liverpool,en-US,zh-CN,202341,轻巡,Light Cruiser,皇家,Royal Navy,,standard,利物浦,,
前卫,Vanguard,en-US,zh-CN,205131,战列,Battleship,皇家,Royal Navy,,standard,前卫,,
加利福尼亚,California,en-US,zh-CN,105081,战列,Battleship,白鹰,Eagle Union,,standard,加利福尼亚,,
加富尔伯爵,Conte di Cavour,en-US,zh-CN,605051,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,加富尔伯爵,,
加拉蒂亚,Galatea,en-US,zh-CN,202141,轻巡,Light Cruiser,皇家,Royal Navy,,standard,加拉蒂亚,,
加斯科涅,Gascogne,en-US,zh-CN,900399,战列,Battleship,皇家,Royal Navy,,standard,加斯科涅,,
加斯科涅(μ兵装),Gascogne μ,en-US,zh-CN,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,standard,加斯科涅(μ兵装),,
加贺,Kaga(BB),en-US,zh-CN,305071,战列,Battleship,重樱,Sakura Empire,,standard,加贺,鸾,Kaga(BB) [重樱 战列] | Kaga [重樱 正航]
加贺,Kaga,en-US,zh-CN,307021,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,加贺,鸾,Kaga(BB) [重樱 战列] | Kaga [重樱 正航]
加里冒险号,Adventure Galley,en-US,zh-CN,900465,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,加里冒险号,,
努比亚人,Nubian,en-US,zh-CN,201371,驱逐,Destroyer,皇家,Royal Navy,,standard,努比亚人,,
勇敢,Hardy,en-US,zh-CN,201161,驱逐,Destroyer,皇家,Royal Navy,,standard,勇敢,,
勇气,Gallant,en-US,zh-CN,201391,驱逐,Destroyer,皇家,Royal Navy,,standard,勇气,,
勒马尔,Le Mars,en-US,zh-CN,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,勒马尔,,
北卡罗来纳,North Carolina,en-US,zh-CN,105121,战列,Battleship,白鹰,Eagle Union,,standard,北卡罗来纳,,
北安普敦,Northampton,en-US,zh-CN,103031,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,北安普敦,,
北安普敦II,Northampton II,en-US,zh-CN,103261,重巡,Heavy Cruiser,白鹰,Eagle Union,II型,standard,北安普敦II,,
北风,Kitakaze,en-US,zh-CN,399031,驱逐,Destroyer,重樱,Sakura Empire,,standard,北风,苝,
匹兹堡,Pittsburgh,en-US,zh-CN,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,匹兹堡,,
千乃,Yukino,en-US,zh-CN,10600151,轻巡,Light Cruiser,联动阵营,Collab,,standard,千乃,,
千岁,Chitose,en-US,zh-CN,306081,轻航,Light Carrier,重樱,Sakura Empire,,standard,千岁,鹂,
半人马,Centaur,en-US,zh-CN,206041,轻航,Light Carrier,皇家,Royal Navy,,standard,半人马,,
华甲,Hwah Jah,en-US,zh-CN,506021,轻航,Light Carrier,东煌,Dragon Empery,,standard,华甲,,
华盛顿,Washington,en-US,zh-CN,105131,战列,Battleship,白鹰,Eagle Union,,standard,华盛顿,,
南安普顿,Southampton,en-US,zh-CN,202071,轻巡,Light Cruiser,皇家,Royal Navy,,standard,南安普顿,,
南梦芽,Yume Minami,en-US,zh-CN,10800051,重巡,Heavy Cruiser,联动阵营,Collab,,standard,南梦芽,,
南达科他,South Dakota,en-US,zh-CN,105141,战列,Battleship,白鹰,Eagle Union,,standard,南达科他,,
博伊西,Boise,en-US,zh-CN,102291,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,博伊西,树城,
博伊西(μ兵装),Boise μ,en-US,zh-CN,102321,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,standard,博伊西(μ兵装),树城(μ兵装),
博伊西·META,Boise META,en-US,zh-CN,9702081,轻巡,Light Cruiser,META,META,META,standard,博伊西·META,树城·META,
博加特里,Bogatyr,en-US,zh-CN,702101,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,博加特里,,
博尔扎诺,Bolzano,en-US,zh-CN,603051,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,standard,博尔扎诺,,
博格,Bogue,en-US,zh-CN,106021,轻航,Light Carrier,白鹰,Eagle Union,,standard,博格,,
卡尔斯鲁厄,Karlsruhe,en-US,zh-CN,402021,轻巡,Light Cruiser,铁血,Iron Blood,,standard,卡尔斯鲁厄,夏璐尔,
卡律布狄斯,Charybdis,en-US,zh-CN,202301,轻巡,Light Cruiser,皇家,Royal Navy,,standard,卡律布狄斯,,
卡菈·伊迪亚斯,Kala Ideas,en-US,zh-CN,10900061,超巡,Large Cruiser,联动阵营,Collab,,standard,卡菈·伊迪亚斯,,
卡萨布兰卡,Casablanca,en-US,zh-CN,106551,轻航,Light Carrier,白鹰,Eagle Union,,standard,卡萨布兰卡,,
卡辛,Cassin,en-US,zh-CN,101031,驱逐,Destroyer,白鹰,Eagle Union,,standard,卡辛,,
印第安纳,Indiana,en-US,zh-CN,105151,战列,Battleship,白鹰,Eagle Union,,standard,印第安纳,,
印第安纳波利斯,Indianapolis,en-US,zh-CN,103071,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,印第安纳波利斯,,
卷波,Makinami,en-US,zh-CN,301801,驱逐,Destroyer,重樱,Sakura Empire,,standard,卷波,棬,
厌战,Warspite,en-US,zh-CN,205021,战列,Battleship,皇家,Royal Navy,,standard,厌战,,
双海亚美,Ami Futami,en-US,zh-CN,10700061,潜艇,Submarine,联动阵营,Collab,,standard,双海亚美,,
反击,Repulse,en-US,zh-CN,204021,战巡,Battlecruiser,皇家,Royal Navy,,standard,反击,,
古比雪夫,Kuybyshev,en-US,zh-CN,702051,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,古比雪夫,,
古鹰,Furutaka,en-US,zh-CN,303011,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,古鹰,狼,
可怖,Le Terrible,en-US,zh-CN,801071,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,可怖,,
可畏,Formidable,en-US,zh-CN,207051,正航,Aircraft Carrier,皇家,Royal Navy,,standard,可畏,,
可畏(μ兵装),Formidable μ,en-US,zh-CN,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,standard,可畏(μ兵装),,
史蒂芬·波特,Stephen Potter,en-US,zh-CN,101461,驱逐,Destroyer,白鹰,Eagle Union,,standard,史蒂芬·波特,,
司战女神,Bellona,en-US,zh-CN,202311,轻巡,Light Cruiser,皇家,Royal Navy,,standard,司战女神,,
吉尚,Guichen,en-US,zh-CN,802031,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,standard,吉尚,,
吕佐夫,Lützow,en-US,zh-CN,404041,战巡,Battlecruiser,铁血,Iron Blood,,standard,吕佐夫,露西,
君主,Monarch,en-US,zh-CN,299021,战列,Battleship,皇家,Royal Navy,,standard,君主,,
吸血鬼,Vampire,en-US,zh-CN,201231,驱逐,Destroyer,皇家,Royal Navy,,standard,吸血鬼,,
吸血鬼·META,Vampire META,en-US,zh-CN,9701051,驱逐,Destroyer,META,META,META,standard,吸血鬼·META,,
命运女神,Fortune,en-US,zh-CN,201121,驱逐,Destroyer,皇家,Royal Navy,,standard,命运女神,,
命运女神·META,Fortune META,en-US,zh-CN,9701021,驱逐,Destroyer,META,META,META,standard,命运女神·META,,
哈尔滨,Harbin,en-US,zh-CN,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,standard,哈尔滨,滨江,
哈尔福德,Halford,en-US,zh-CN,199051,驱逐,Destroyer,白鹰,Eagle Union,,standard,哈尔福德,,
哈尔西·鲍威尔,Halsey Powell,en-US,zh-CN,101431,驱逐,Destroyer,白鹰,Eagle Union,,standard,哈尔西·鲍威尔,,
哈曼,Hammann,en-US,zh-CN,101251,驱逐,Destroyer,白鹰,Eagle Union,,standard,哈曼,,
