category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
04_story_title,剧情标题,MomoTalk.16007.724,微妙的谎言，几乎等同于错误,微妙な嘘は、ほとんど誤りに近い,錯誤和謊言並無太大差異,Fibs Are More like Mistakes Than Lies,미묘한 거짓말은 실수에 가깝다,คำพูดหลอกลวงเล็กๆ คือความผิดพลาด,momotalk/16007.yml
04_story_title,剧情标题,MomoTalk.16008.725,怠惰警官的发明,怠けがちな警察官の発想,怠惰警官的發想,A Lazy Cop's Invention,게으른 경찰의 발명품,สิ่งประดิษฐ์ของตำรวจจอมขี้เกียจ,momotalk/16008.yml
04_story_title,剧情标题,MomoTalk.16008.726,怠惰警官的巡逻,怠けがちな警察官のパトロール,怠惰警官的巡邏,A Lazy Cop's Patrol,게으른 경찰의 순찰,การลาดตระเวนของตำรวจจอมขี้เกียจ,momotalk/16008.yml
04_story_title,剧情标题,MomoTalk.16008.727,怠惰警官的盯梢,怠けがちな警察官の張り込み,怠惰警官的潛伏,A Lazy Cop's Undercover Duties,게으른 경찰의 잠복근무,ภากิจดักซุ่มของตำรวจจอมขี้เกียจ,momotalk/16008.yml
04_story_title,剧情标题,MomoTalk.16008.728,怠惰警官的好意,怠けがちな警察官の親切,怠惰警官的親切,A Lazy Cop's Kindness,게으른 경찰의 친절,ความใจดีของตำรวจจอมขี้เกียจ,momotalk/16008.yml
04_story_title,剧情标题,MomoTalk.16009.729,忍者少女过于倔强,忍者少女は気難しい,忍者少女很難搞,Ninja Girls Are Picky,닌자 소녀는 까다로워,นินจาสาวเรื่องเยอะ,momotalk/16009.yml
04_story_title,剧情标题,MomoTalk.16009.730,忍者少女势不可挡,忍者少女は止められない,忍者少女不會停下腳步,Ninja Girl Never Stops,닌자 소녀는 멈추지 않아,นินจาสาวไม่ยอมหยุด,momotalk/16009.yml
04_story_title,剧情标题,MomoTalk.16009.731,忍者少女不想隐藏,忍者少女は隠さない,忍者少女不隱瞞,Ninja Girl Never Hides Anything,닌자 소녀는 숨기지 않아,นินจาสาวต้องสั่งสอน,momotalk/16009.yml
04_story_title,剧情标题,MomoTalk.16009.732,忍者少女想要发光,忍者少女は輝きたい,忍者少女想發光發亮,Ninja Girl Wants to Shine!,닌자 소녀는 빛나고 싶어!,นินจาสาวอยากเปล่งประกาย!,momotalk/16009.yml
04_story_title,剧情标题,MomoTalk.16010.733,大师不为人知的爱好,マイスターの密やかな趣味,巨匠的秘密嗜好,A Meister's Hidden Habits,마이스터의 은밀한 취미,งานอดิเรกลับๆ ของไมสเตอร์,momotalk/16010.yml
04_story_title,剧情标题,MomoTalk.16010.734,大师热情洋溢的应援,マイスターの熱烈な応援,巨匠的熱情應援,A Meister's Moving Cheer,마이스터의 열렬한 응원,การเชียร์สุดตัวของไมสเตอร์,momotalk/16010.yml
04_story_title,剧情标题,MomoTalk.16010.735,大师杀伐果断的应援,マイスターの殺伐とした応援,巨匠的戰慄助威,High-Pressure Meister,마이스터의 살벌한 독촉,การกดดันอย่างหนักของไมสเตอร์,momotalk/16010.yml
04_story_title,剧情标题,MomoTalk.16010.736,大师柔情似水的摇篮曲,マイスターの優しい子守唄,巨匠的溫柔助眠,Sweet Dreams (Are Made of Pom-Poms),마이스터의 상냥한 자장가,เพลงกล่อมเด็กของไมสเตอร์,momotalk/16010.yml
04_story_title,剧情标题,MomoTalk.16011.737,不断成长的身体,成長し続ける身体,持續成長的身體,Well-Developed,계속 성장했어,เติบโตอย่างไม่หยุดยั้ง,momotalk/16011.yml
04_story_title,剧情标题,MomoTalk.16011.738,柠檬蜂蜜,レモンのはちみつ漬け,蜂蜜漬檸檬,Honeyed Lemons,레몬 벌꿀 절임,มะนาวดองน้ำผึ้ง,momotalk/16011.yml
04_story_title,剧情标题,MomoTalk.16011.739,自我管理,自己管理,自我管理,Self-Care,자기관리,การดูแลตนเอง,momotalk/16011.yml
04_story_title,剧情标题,MomoTalk.16011.740,姿势矫正,姿勢矯正,矯正姿勢,Proper Form,자세 잡아주기,ช่วยวางท่า,momotalk/16011.yml
04_story_title,剧情标题,MomoTalk.16012.741,新年穿新衣！,新年を新たな装いで！,新年穿新衣！,"New Year, New Clothes! New Me?",새해에는 새 옷으로!,ปีใหม่ก็ต้องใส่ชุดใหม่!,momotalk/16012.yml
04_story_title,剧情标题,MomoTalk.16012.742,想吃各种料理！,色んな料理が食べたい！,想吃各種料理！,"More Food, More Fun! More Me?",다양한 음식이 필요해!,ต้องการอาหารที่หลากหลาย!,momotalk/16012.yml
04_story_title,剧情标题,MomoTalk.16012.743,请给我温暖,ぬくもりをください,請給我溫暖,Gimme Warmth,따스함을 주세요,ขอความนุ่มนิ่ม,momotalk/16012.yml
04_story_title,剧情标题,MomoTalk.16013.744,小春的使命,コハルの使命,,,코하루의 사명,,momotalk/16013.yml
04_story_title,剧情标题,MomoTalk.16013.745,小春的危机,コハルの危機,,,코하루의 위기,,momotalk/16013.yml
04_story_title,剧情标题,MomoTalk.16013.746,小春的夜空,コハルの夜空,,,코하루의 밤하늘,,momotalk/16013.yml
04_story_title,剧情标题,MomoTalk.16014.747,和伊吹一起玩吧！,イブキと遊ぼう！,,,이부키와 함께 게임을!,,momotalk/16014.yml
04_story_title,剧情标题,MomoTalk.16014.748,和伊吹一起的快乐野餐！,イブキと楽しいピクニック！,,,이부키와 함께 소풍을!,,momotalk/16014.yml
04_story_title,剧情标题,MomoTalk.16014.749,和伊吹一起的职业体验！,イブキと職業体験！,,,이부키와 함께 직업 체험을!,,momotalk/16014.yml
04_story_title,剧情标题,MomoTalk.16014.750,和伊吹一起学习！,イブキとお勉強！,,,이부키와 함께 산수 교실!,,momotalk/16014.yml
04_story_title,剧情标题,MomoTalk.16015.751,SUGAR HIGH,シュガーハイ,,,슈가 하이,,momotalk/16015.yml
04_story_title,剧情标题,MomoTalk.16015.752,SUGAR RUSH,シュガーラッシュ,,,슈가 러시,,momotalk/16015.yml
04_story_title,剧情标题,MomoTalk.16015.753,SUGAR CRUSH,シュガークラッシュ,,,슈가 크래시,,momotalk/16015.yml
04_story_title,剧情标题,MomoTalk.16016.754,拍摄写真,写真撮影,,,화보집 촬영,,momotalk/16016.yml
04_story_title,剧情标题,MomoTalk.16016.755,就算没有理由,理由がなくたって,,,굳이 설명할 필요는……,,momotalk/16016.yml
04_story_title,剧情标题,MomoTalk.16016.756,与现在的我,今の私と,,,저를 맡아주세요.,,momotalk/16016.yml
04_story_title,剧情标题,MomoTalk.16016.757,彼此的借口,お互いの口実,,,서로의 변명거리,,momotalk/16016.yml
04_story_title,剧情标题,MomoTalk.16017.758,,I hate people,,,I hate people,,momotalk/16017.yml
04_story_title,剧情标题,MomoTalk.16017.759,,I hate this world,,,I hate this world,,momotalk/16017.yml
04_story_title,剧情标题,MomoTalk.16017.760,,I hate being alone,,,I hate being alone,,momotalk/16017.yml
04_story_title,剧情标题,MomoTalk.16017.761,,I hate this world (without you),,,I hate this world (without you),,momotalk/16017.yml
04_story_title,剧情标题,MomoTalk.20000.762,叫我大师,マイスターって呼んで,叫我巨匠,Call Me Meister,마이스터라 불러줘.,"เรียกฉันว่า ""ไมสเตอร์",momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20000.763,心中燃起的火焰,心に打ち上がる炎,心中燃起的火焰,The Burning in My Heart,마음으로 타오르는 불꽃,เปลวไฟที่ลุกโชนอยู่ในหัวใจ,momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20000.764,直击你的内心,あなたの心にストライク,直擊你的心,Strike Your Heart,당신의 마음에 스트라이크,พุ่งเข้าไปในหัวใจของคุณ!,momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20000.765,早知原是梦，不作醒来人,もしも夢を見られるのなら、あなたと共に一日を,如果要做夢，我想在夢中和你共度一天。,Dreaming of a Day With You,"만약 꿈을 꾼다면, 당신과의 하루를.",หากเป็นความฝัน ก็อยากใช้เวลาทั้งวันกับคุณ,momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20000.766,雨天的感伤,雨が降る日のセンチメンタル,雨天的感傷,Rain Makes Me Emotional,비가 내리면 센티멘탈,อารมณ์ที่อ่อนไหวเมื่อยามเม็ดฝนโปรยปราย,momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20000.767,将这夜晚予你！,この夜をあなたに！,把這晚贈與你！,The Night Is Yours!,이 밤을 당신에게!,ค่ำคืนนี้สำหรับคุณ...!,momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20000.768,依恋的形状,愛着のかたち,,,애착의 형태,,momotalk/20000.yml
04_story_title,剧情标题,MomoTalk.20001.769,如需帮助，请至C&C处！,お手伝いが必要な時は、C&Cへ！,需要幫助時，就找C&C！,"When in Need, Call C&C!","도움이 필요하다면, C&C에!",หากต้องการความช่วยเหลือ... ให้เรียก C&C!,momotalk/20001.yml
04_story_title,剧情标题,MomoTalk.20001.770,学习好难（１）,勉強は難しい（１）,學習很困難（１）,Studying is Hard Part 1,공부는 어려워 1,การเรียนหนังสือมันยากจัง 1,momotalk/20001.yml
04_story_title,剧情标题,MomoTalk.20001.771,学习好难（２）,勉強は難しい（２）,學習很困難（２）,Studying is Hard Part 2,공부는 어려워 2,การเรียนหนังสือมันยากจัง 2,momotalk/20001.yml
04_story_title,剧情标题,MomoTalk.20001.772,我和老师的关系？,私と先生の関係？,我和老師的關係？,My Relationship with Sensei?,나와 선생님의 관계?,ความสัมพันธ์ของฉันกับคุณครู?,momotalk/20001.yml
04_story_title,剧情标题,MomoTalk.20001.773,女仆咖啡厅！（１）,メイドカフェ！（１）,女僕咖啡廳！（１）,Maid Cafe! Part 1,메이드 카페! 1,เมดคาเฟ่ 1,momotalk/20001.yml
04_story_title,剧情标题,MomoTalk.20001.774,女仆咖啡厅！（２）,メイドカフェ！（２）,女僕咖啡廳！（２）,Maid Cafe! Part 2,메이드 카페! 2,เมดคาเฟ่ 2,momotalk/20001.yml
04_story_title,剧情标题,MomoTalk.20002.775,欢迎来到沙耶的研究室！,サヤの研究室へようこそ！,歡迎來到沙耶的研究室！,Welcome to Saya's Research Lab!,사야의 연구실에 어서 오세요!,ยินดีต้อนรับสู่ห้องทดลองของซายะ!,momotalk/20002.yml
04_story_title,剧情标题,MomoTalk.20002.776,长生不老的灵药,不老不死の霊薬,不老不死的靈藥,Immortality Elixir,불로불사의 영약,ยาอายุวัฒนะ,momotalk/20002.yml
04_story_title,剧情标题,MomoTalk.20002.777,减肥药,ダイエット薬,減肥藥,Diet Medicine,다이어트약,ยาลดน้ำหนัก,momotalk/20002.yml
04_story_title,剧情标题,MomoTalk.20002.778,陷阱中的奶酪,チーズ・イン・ザ・トラップ,Cheese In The Trap,Cheese in the Trap,치즈 인 더 트랩,กับดักแสนหวาน,momotalk/20002.yml
04_story_title,剧情标题,MomoTalk.20002.779,爱情的妙药,恋の妙薬,愛情靈藥,Love Potion,사랑의 묘약,ยาวิเศษแห่งรัก,momotalk/20002.yml
04_story_title,剧情标题,MomoTalk.20002.780,失踪的鼠之助,行方不明のネズ助,下落不明的根津助,Nezusuke Is Missing!,네즈스케의 행방불명,การหายตัวไปของเนสึซึเกะ,momotalk/20002.yml
04_story_title,剧情标题,MomoTalk.20003.781,黑色制服,黒い制服,黑色制服,Black Uniforms,검은 제복,เครื่องแบบสีดำ,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20003.782,所谓正义,正義とは,所謂的正義,What Is Justice?,정의란 무엇인가,ความยุติธรรมคืออะไรกันแน่,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20003.783,狙击手的试炼（1）,狙撃手の試練（１）,狙擊手的試煉（１）,The Sniper's Ordeal Part 1,저격수의 시련 1,ความยากลำบากของสไนเปอร์ 1,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20003.784,狙击手的试炼（2）,狙撃手の試練（２）,狙擊手的試煉（２）,The Sniper's Ordeal Part 2,저격수의 시련 2,ความยากลำบากของสไนเปอร์ 2,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20003.785,正义的实现,正義の実現,正義的實現,A Duty to Justice,정의의 실현,ความเข้าใจจริงเรื่องความยุติธรรม,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20003.786,烟和笨蛋喜欢高处,煙とバカは高い所が好き,煙霧與笨蛋皆喜歡高處,Friends in High Places,연기와 바보는 높은 곳을 좋아한다.,คนทะเยอทะยานมักพยายามไขว่คว้าอำนาจ,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20003.787,从过去学到的真理,過去から学ぶ真理,,,과거에서 배우는 진리,,momotalk/20003.yml
04_story_title,剧情标题,MomoTalk.20004.788,可爱即正义,可愛いは正義,可愛即是正義,Cuteness is Justice!,귀여움은 정의!,ความน่ารักคือความยุติธรรม!,momotalk/20004.yml
